0.5	0.05	6.01122E+00	3.18119E+00	3.21262E+00	2.75561E+00	5.33089E+00	6.10549E+00	4.34522E+00	6.51774E+00	4.27952E+00
0.5	0.10	3.59139E+00	1.71168E+00	1.74222E+00	1.46378E+00	3.14906E+00	3.61484E+00	2.72907E+00	3.74036E+00	2.82404E+00
0.5	0.15	2.76938E+00	1.54919E+00	1.57789E+00	1.26450E+00	2.35943E+00	2.66849E+00	2.15567E+00	2.69816E+00	2.23802E+00
0.5	0.20	2.37900E+00	1.55718E+00	1.57015E+00	1.19060E+00	1.90615E+00	2.11304E+00	1.83494E+00	2.12162E+00	1.88063E+00
0.5	0.25	2.14953E+00	1.60447E+00	1.59441E+00	1.14781E+00	1.59783E+00	1.73829E+00	1.61742E+00	1.75678E+00	1.62670E+00
0.5	0.30	1.97715E+00	1.64533E+00	1.61101E+00	1.11139E+00	1.38383E+00	1.47241E+00	1.45437E+00	1.51038E+00	1.43203E+00
0.5	0.35	1.81667E+00	1.65853E+00	1.61187E+00	1.07947E+00	1.24791E+00	1.29395E+00	1.32607E+00	1.33824E+00	1.27687E+00
0.5	0.40	1.64714E+00	1.63421E+00	1.59529E+00	1.05353E+00	1.16061E+00	1.19443E+00	1.22166E+00	1.21473E+00	1.14936E+00
0.5	0.45	1.46087E+00	1.56228E+00	1.56626E+00	1.03976E+00	1.11713E+00	1.14950E+00	1.13550E+00	1.12506E+00	1.04276E+00
0.5	0.50	1.25729E+00	1.43808E+00	1.52789E+00	1.04172E+00	1.14504E+00	1.17224E+00	1.06260E+00	1.05851E+00	9.51514E-01
0.5	0.55	1.04283E+00	1.26752E+00	1.48323E+00	1.06530E+00	1.27626E+00	1.36040E+00	9.99357E-01	1.00783E+00	8.72008E-01
0.5	0.60	8.26514E-01	1.05942E+00	1.43471E+00	1.11581E+00	1.51043E+00	1.60787E+00	9.46311E-01	9.71265E-01	8.05140E-01
0.5	0.65	6.19755E-01	8.32370E-01	1.38452E+00	1.20062E+00	1.79183E+00	1.69118E+00	8.99928E-01	9.43772E-01	7.49543E-01
0.5	0.70	4.33373E-01	6.08450E-01	1.33416E+00	1.32086E+00	2.04773E+00	2.03641E+00	8.58986E-01	9.23158E-01	7.08307E-01
0.5	0.75	2.76425E-01	4.07132E-01	1.28491E+00	1.51956E+00	2.24742E+00	2.43317E+00	8.22723E-01	9.08014E-01	6.89622E-01
0.5	0.80	1.55165E-01	2.45317E-01	1.23671E+00	1.78778E+00	2.30870E+00	2.31648E+00	7.91331E-01	8.98237E-01	6.63307E-01
0.5	0.85	7.16361E-02	1.29846E-01	1.18982E+00	2.18874E+00	2.70169E+00	2.54870E+00	7.63305E-01	8.91985E-01	6.39816E-01
0.5	0.90	2.34215E-02	5.74112E-02	1.14523E+00	2.93846E+00	2.28679E+00	2.37021E+00	7.38092E-01	8.88519E-01	6.18682E-01
0.5	0.95	3.40396E-03	1.69914E-02	1.10380E+00	5.50195E+00	2.10810E+00	2.77163E+00	7.15327E-01	8.87371E-01	5.99600E-01
1	0.05	9.28482E+00	6.85316E+00	6.87940E+00	6.37139E+00	8.41160E+00	8.98799E+00	5.84481E+00	7.37265E+00	5.75644E+00
1	0.10	5.20707E+00	3.94895E+00	3.99389E+00	3.65839E+00	4.88076E+00	5.32783E+00	3.30908E+00	3.99504E+00	3.42424E+00
1	0.15	3.75385E+00	3.03451E+00	3.09531E+00	2.77530E+00	3.53546E+00	3.77916E+00	2.37399E+00	2.73426E+00	2.46468E+00
1	0.20	3.00554E+00	2.56851E+00	2.63901E+00	2.31142E+00	2.75064E+00	2.91019E+00	1.93010E+00	2.12569E+00	1.97816E+00
1	0.25	2.52711E+00	2.26483E+00	2.34331E+00	2.01003E+00	2.24493E+00	2.34137E+00	1.63337E+00	1.73071E+00	1.64275E+00
1	0.30	2.16652E+00	2.02634E+00	2.11588E+00	1.78558E+00	1.88844E+00	1.94180E+00	1.41058E+00	1.44971E+00	1.38891E+00
1	0.35	1.86193E+00	1.81400E+00	1.92145E+00	1.60433E+00	1.62601E+00	1.65172E+00	1.23647E+00	1.24339E+00	1.19060E+00
1	0.40	1.58642E+00	1.60896E+00	1.74610E+00	1.45188E+00	1.41969E+00	1.43792E+00	1.09454E+00	1.08606E+00	1.02976E+00
1	0.45	1.32856E+00	1.40105E+00	1.58390E+00	1.32166E+00	1.25976E+00	1.27077E+00	9.76363E-01	9.63252E-01	8.96620E-01
1	0.50	1.08522E+00	1.18709E+00	1.43258E+00	1.21016E+00	1.10033E+00	1.16449E+00	8.74819E-01	8.63813E-01	7.83362E-01
1	0.55	8.58022E-01	9.70133E-01	1.29149E+00	1.11628E+00	1.07202E+00	1.09419E+00	7.88855E-01	7.83935E-01	6.88330E-01
1	0.60	6.50642E-01	7.57146E-01	1.16069E+00	1.03961E+00	1.03463E+00	1.08515E+00	7.13681E-01	7.17046E-01	6.07213E-01
1	0.65	4.68176E-01	5.58716E-01	1.04017E+00	9.79989E-01	8.81671E-01	1.07610E+00	6.48993E-01	6.61667E-01	5.40541E-01
1	0.70	3.14776E-01	3.85227E-01	9.30274E-01	9.38919E-01	1.00938E+00	1.06278E+00	5.92182E-01	6.14441E-01	4.88304E-01
1	0.75	1.93279E-01	2.44303E-01	8.30668E-01	9.17360E-01	1.03563E+00	1.09263E+00	5.42262E-01	5.73920E-01	4.54534E-01
1	0.80	1.04397E-01	1.39809E-01	7.41016E-01	9.18685E-01	8.82365E-01	1.22747E+00	4.98600E-01	5.39232E-01	4.17936E-01
1	0.85	4.62570E-02	7.02234E-02	6.60889E-01	9.54077E-01	5.27143E-01	9.22888E-01	4.59851E-01	5.08860E-01	3.85455E-01
1	0.90	1.44164E-02	2.92307E-02	5.89464E-01	1.07587E+00	1.11673E+00	8.38364E-01	4.25402E-01	4.82129E-01	3.56580E-01
1	0.95	1.96907E-03	7.89037E-03	5.25874E-01	1.63245E+00	8.61063E-01	8.81603E-01	3.94959E-01	4.58776E-01	3.31062E-01
2	0.05	1.04415E+01	8.69181E+00	8.70799E+00	8.36713E+00	1.03894E+01	1.08859E+01	7.70600E+00	8.74266E+00	7.58948E+00
2	0.10	5.46900E+00	4.77569E+00	4.80655E+00	4.58898E+00	5.59274E+00	6.00088E+00	4.05377E+00	4.51080E+00	4.19484E+00
2	0.15	3.71284E+00	3.36961E+00	3.41285E+00	3.22552E+00	3.81052E+00	4.04348E+00	2.78194E+00	3.02943E+00	2.88821E+00
2	0.20	2.79805E+00	2.60917E+00	2.66269E+00	2.49072E+00	2.80663E+00	2.93318E+00	2.08514E+00	2.22051E+00	2.13706E+00
2	0.25	2.20735E+00	2.10334E+00	2.16690E+00	2.00929E+00	2.15056E+00	2.22714E+00	1.59251E+00	1.65953E+00	1.60165E+00
2	0.30	1.77174E+00	1.72300E+00	1.79771E+00	1.65620E+00	1.69506E+00	1.73283E+00	1.28716E+00	1.31487E+00	1.26739E+00
2	0.35	1.42470E+00	1.41557E+00	1.50364E+00	1.38003E+00	1.36278E+00	1.37574E+00	1.05570E+00	1.05987E+00	1.01653E+00
2	0.40	1.13640E+00	1.15510E+00	1.25962E+00	1.15516E+00	1.10720E+00	1.10861E+00	8.74354E-01	8.65393E-01	8.22602E-01
2	0.45	8.92177E-01	9.28009E-01	1.05246E+00	9.67846E-01	9.08673E-01	9.04455E-01	7.27552E-01	7.12296E-01	6.68130E-01
2	0.50	6.84421E-01	7.27561E-01	8.74453E-01	8.09663E-01	7.45845E-01	7.41913E-01	6.05830E-01	5.88713E-01	5.42495E-01
2	0.55	5.09112E-01	5.51856E-01	7.20937E-01	6.75478E-01	6.18331E-01	6.12718E-01	5.05163E-01	4.88863E-01	4.40790E-01
2	0.60	3.63832E-01	4.00947E-01	5.89411E-01	5.62309E-01	5.14852E-01	5.10495E-01	4.23074E-01	4.09016E-01	3.59960E-01
2	0.65	2.47019E-01	2.76144E-01	4.77473E-01	4.67383E-01	4.31598E-01	4.29011E-01	3.52967E-01	3.41883E-01	2.93984E-01
2	0.70	1.56740E-01	1.78062E-01	3.83064E-01	3.88529E-01	3.67646E-01	3.72095E-01	2.95223E-01	2.87240E-01	2.43436E-01
2	0.75	9.07597E-02	1.05797E-01	3.04544E-01	3.24079E-01	3.20242E-01	3.04485E-01	2.45238E-01	2.40235E-01	2.05563E-01
2	0.80	4.60884E-02	5.67413E-02	2.40042E-01	2.72484E-01	2.85809E-01	2.61007E-01	2.04923E-01	2.02522E-01	1.71770E-01
2	0.85	1.90726E-02	2.66243E-02	1.87591E-01	2.33304E-01	2.45145E-01	2.16497E-01	1.71037E-01	1.70831E-01	1.43367E-01
2	0.90	5.47190E-03	1.02062E-02	1.45413E-01	2.11131E-01	1.46619E-01	2.27591E-01	1.42574E-01	1.44134E-01	1.19508E-01
2	0.95	6.62363E-04	2.41066E-03	1.11843E-01	2.41305E-01	1.78586E-01	1.78586E-01	1.18211E-01	1.21112E-01	9.90864E-02
5	0.05	1.21770E+01	1.11764E+01	1.11854E+01	1.10010E+01	1.31599E+01	1.37171E+01	1.01761E+01	1.07323E+01	1.00223E+01
5	0.10	5.82790E+00	5.50670E+00	5.52277E+00	5.41646E+00	6.34769E+00	6.70845E+00	4.98323E+00	5.21826E+00	5.15665E+00
5	0.15	3.72089E+00	3.58279E+00	3.60458E+00	3.52153E+00	4.00318E+00	4.22087E+00	3.24041E+00	3.36607E+00	3.36419E+00
5	0.20	2.65005E+00	2.58006E+00	2.60678E+00	2.53728E+00	2.77508E+00	2.88612E+00	2.30126E+00	2.36978E+00	2.35857E+00
5	0.25	1.97439E+00	1.93908E+00	1.97051E+00	1.91220E+00	2.00388E+00	2.06187E+00	1.70566E+00	1.74049E+00	1.71545E+00
5	0.30	1.49459E+00	1.48221E+00	1.51842E+00	1.47039E+00	1.47983E+00	1.50753E+00	1.28641E+00	1.30056E+00	1.26665E+00
5	0.35	1.13216E+00	1.13626E+00	1.17741E+00	1.13895E+00	1.10799E+00	1.11611E+00	9.81411E-01	9.83138E-01	9.45003E-01
5	0.40	8.50089E-01	8.64899E-01	9.11230E-01	8.81551E-01	8.34352E-01	8.32842E-01	7.51288E-01	7.45978E-01	7.06820E-01
