0.5	0.05	7.40784E+00	6.21143E+00	6.22790E+00	4.45579E+00	4.01303E+00	4.43616E+00	6.40461E+00	9.74448E+00	6.30777E+00
0.5	0.10	4.64617E+00	3.64573E+00	3.63148E+00	2.47078E+00	2.61053E+00	2.67319E+00	4.61877E+00	6.61052E+00	4.77951E+00
0.5	0.15	3.74102E+00	2.82065E+00	2.73194E+00	1.64671E+00	1.71562E+00	1.76451E+00	3.64875E+00	4.89720E+00	3.78814E+00
0.5	0.20	3.18621E+00	2.46689E+00	2.27397E+00	1.17457E+00	1.22502E+00	1.25543E+00	2.98356E+00	3.74905E+00	3.05785E+00
0.5	0.25	2.72598E+00	2.24818E+00	1.95731E+00	8.60808E-01	9.04043E-01	9.27955E-01	2.49514E+00	2.93430E+00	2.50946E+00
0.5	0.30	2.30215E+00	2.04797E+00	1.69351E+00	6.43102E-01	6.88731E-01	7.09746E-01	2.12487E+00	2.34012E+00	2.09224E+00
0.5	0.35	1.90473E+00	1.83135E+00	1.46049E+00	4.95688E-01	5.56167E-01	5.70376E-01	1.84002E+00	1.90019E+00	1.77175E+00
0.5	0.40	1.53738E+00	1.59134E+00	1.25510E+00	4.02650E-01	4.73875E-01	4.94349E-01	1.61713E+00	1.56880E+00	1.52141E+00
0.5	0.45	1.20608E+00	1.33703E+00	1.07710E+00	3.52962E-01	4.33207E-01	4.59409E-01	1.44087E+00	1.31582E+00	1.32319E+00
0.5	0.50	9.16066E-01	1.08092E+00	9.24755E-01	3.36233E-01	4.49312E-01	4.73617E-01	1.29862E+00	1.11881E+00	1.16286E+00
0.5	0.55	6.70731E-01	8.36401E-01	7.95886E-01	3.47359E-01	5.38558E-01	6.04303E-01	1.18131E+00	9.62279E-01	1.03077E+00
0.5	0.60	4.70361E-01	6.15568E-01	6.87716E-01	3.81962E-01	6.90041E-01	7.61814E-01	1.08596E+00	8.38263E-01	9.23954E-01
0.5	0.65	3.13166E-01	4.27987E-01	5.97008E-01	4.38256E-01	8.56277E-01	7.90643E-01	1.00590E+00	7.37363E-01	8.37806E-01
0.5	0.70	1.95284E-01	2.77643E-01	5.20572E-01	5.17735E-01	9.88768E-01	9.83320E-01	9.37886E-01	6.54224E-01	7.73365E-01
0.5	0.75	1.11604E-01	1.66097E-01	4.56443E-01	6.23116E-01	1.07793E+00	1.18753E+00	8.79638E-01	5.85036E-01	7.37328E-01
